content.text,manuel_intent,manuel_category,manuel_sentiment
"Üzgünüm, **Şahinbey'de açık alanda, 60 kişi için ikramsız ve 50.000 TL bütçeyle** tam olarak uygun bir mekan bulamadım.

Dilerseniz:
- **Yakın ilçelerdeki** (örneğin Şehitkamil, Oğuzeli gibi) mekanları da araştırabilirim.
- Bütçenizi veya mekan tercihinizi biraz esnetebilirsiniz.
- Kapalı alan veya farklı bir konsept düşünmek ister misiniz?

Kriterlerinizden herhangi birini değiştirmek ister misunuz? Size en uygun alternatifi bulmak için yardımcı olmaya hazırım!",Bot Yanıtı,Bot,Nötr
Conversation resolved automatically.,,,
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
Kına,Mekan Arayışı,Diğer Davet Mekanları,Nötr
"Harika, kına geceniz için yardımcı olabilirim! Öncelikle nasıl bir hizmet aradığınızı öğrenebilir miyim? 

Aşağıdaki seçeneklerden hangisi size daha uygun olur?
- **Kına Gecesi Mekanı** (Sadece mekan arıyorsanız)
- **Kına Gecesi Organizasyonu** (Süsleme, dans ekibi, konsept gibi hizmetler dahil)
- **Her ikisi** (Hem mekan hem organizasyon)

Siz hangisini düşünüyorsunuz?",Bot Yanıtı,Bot,Nötr
Her ikisi,Mekan Arayışı,Diğer Davet Mekanları,Nötr
"Çok güzel! Hem **kına gecesi mekanı** hem de **organizasyon hizmeti** için size en uygun seçenekleri sunabilmem adına birkaç bilgiye daha ihtiyacım olacak:

1. **Etkinliği hangi şehir ve ilçede yapmak istiyorsunuz?**
2. **Tahmini kına tarihi nedir?**
3. **Kaç davetli olmasını planlıyorsunuz?**
4. **İkram tercihiniz nedir?** (Yemekli, kokteyl, pasta & meşrubat gibi)
5. **Toplam bütçeniz nedir?** (Yaklaşık bir rakam belirtirseniz en uygun alternatifleri sunabilirim.)

Bu sorulara yanıt verirseniz, size özel harika önerilerle hemen döneceğim!",Bot Yanıtı,Bot,Nötr
Conversation resolved automatically.,,,
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,,,
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Kına,Mekan Arayışı,Diğer Davet Mekanları,Nötr
"Harika! **Kına geceniz** için yardımcı olabilmem adına birkaç bilgiye daha ihtiyacım olacak:

1. Hangi şehir ve ilçede kına gecesi yapmak istiyorsunuz?
2. Tahmini olarak hangi tarihte planlıyorsunuz?
3. Kaç davetli olmasını düşünüyorsunuz?
4. Kına gecesi için mekan mı, organizasyon firması mı arıyorsunuz? Yoksa her ikisi de olabilir mi?

Bu bilgileri paylaşırsanız, size en uygun önerileri sunabilirim!",Bot Yanıtı,Bot,Nötr
"ankara,",,,
"Teşekkürler! **Ankara**’da kına geceniz için harika seçenekler bulabilirim. Birkaç bilgi daha rica edeceğim:

1. Kına gecenizi hangi ilçede yapmak istersiniz? (Örneğin: Çankaya, Keçiören, Yenimahalle, vb.)
2. Tahmini kına tarihi nedir?
3. Kaç davetli olacak?
4. Mekan mı, organizasyon firması mı arıyorsunuz? (Her ikisi de olabilir.)
5. İkram tercihiniz nedir? (Yemekli, kokteyl, pasta ve meşrubat gibi)

Bu sorulara yanıt verirseniz, size en uygun kına gecesi mekanlarını ve organizasyonlarını önerebilirim!",Bot Yanıtı,Bot,Nötr
"keçiören, pursaklar",,,
"Harika! Şu ana kadar elimde olan bilgiler:

- **Şehir:** Ankara
- **İlçeler:** Keçiören, Pursaklar
- **Etkinlik:** Kına gecesi

Şimdi birkaç detay daha rica edeceğim:

1. **Kına geceniz için düşündüğünüz tarih nedir?**
2. **Tahmini davetli sayınız kaç olacak?**
3. **Mekan mı, organizasyon firması mı arıyorsunuz? Yoksa her ikisi de olabilir mi?**
4. **İkram tercihiniz nedir?** (Yemekli, kokteyl, pasta ve meşrubat gibi)

Bu bilgileri paylaşırsanız, Keçiören ve Pursaklar’daki en uygun kına gecesi mekanlarını ve organizasyonlarını hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
10 eylül 2025,,,
"Teşekkürler! Şu ana kadar elimde olan bilgiler:

- **Şehir:** Ankara
- **İlçeler:** Keçiören, Pursaklar
- **Etkinlik:** Kına gecesi
- **Tarih:** 10 Eylül 2025

Şimdi birkaç detay daha rica edeceğim:

1. **Tahmini davetli sayınız kaç olacak?**
2. **Mekan mı, organizasyon firması mı arıyorsunuz? Yoksa her ikisi de olabilir mi?**
3. **İkram tercihiniz nedir?** (Yemekli, kokteyl, pasta ve meşrubat gibi)

Bu bilgileri de paylaşırsanız, size en uygun kına gecesi mekanlarını ve organizasyonlarını önerebilirim!",Bot Yanıtı,Bot,Nötr
250,,,
"Çok güzel, davetli sayınızı da not ettim: **250 kişi**.

Şimdi son birkaç bilgiye daha ihtiyacım var:

1. **Kına gecesi için mekan mı, organizasyon firması mı arıyorsunuz?** (Her ikisi de olabilir.)
2. **İkram tercihiniz nedir?** (Yemekli, kokteyl, pasta ve meşrubat gibi)
3. **Kişi başı veya toplam bütçeniz var mı?** (Varsa belirtirseniz, daha uygun öneriler sunabilirim.)

Bu detayları da paylaşırsanız, Keçiören ve Pursaklar’daki size en uygun kına gecesi mekanlarını ve organizasyonlarını hemen önereceğim!",Bot Yanıtı,Bot,Nötr
mekan ve organizasyon,Hizmet Arayışı,Kına Organizasyonu,Nötr
"Harika! Hem **mekan** hem de **organizasyon firması** aradığınızı not ettim.

Şimdi son iki bilgiye daha ihtiyacım var:

1. **İkram tercihiniz nedir?**  
   (Yemekli, kokteyl, sadece pasta ve meşrubat gibi bir tercihiniz var mı?)

2. **Kişi başı veya toplam bütçeniz nedir?**  
   (Yaklaşık bir bütçe belirtirseniz, size en uygun seçenekleri sunabilirim.)

Bu bilgileri de paylaşırsanız, Keçiören ve Pursaklar’daki en uygun kına gecesi mekanlarını ve organizasyon firmalarını hemen önereceğim!",Bot Yanıtı,Bot,Nötr
kokteyl yada pasta meşrubat,Ürün Arayışı,Tüm Düğün Firması,Nötr
"Çok teşekkürler! İkram tercihinizi **kokteyl** veya **pasta & meşrubat** olarak not ettim.

Şimdi son olarak, kişi başı veya toplam bir bütçe aralığınız var mı? (Örneğin: kişi başı 500 TL, toplam 50.000 TL gibi)  
Bu bilgiyle, bütçenize en uygun mekan ve organizasyon firmalarını önerebilirim.

Bütçenizi belirtirseniz hemen aramaya başlıyorum!",Bot Yanıtı,Bot,Nötr
ortalama 50000,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
"Şu anda Keçiören ve Pursaklar ilçelerinde, 10 Eylül 2025 tarihinde, 250 kişilik, kokteyl veya pasta & meşrubat ikramlı, toplam 50.000 TL bütçeyle hem mekan hem de organizasyon hizmeti sunan uygun bir seçenek bulamadım.

Dilerseniz:
- **Yakın ilçeleri** (Yenimahalle, Altındağ, Mamak gibi) da dahil edebilirim,
- Bütçenizi biraz artırabilir veya davetli sayısını azaltabilirsiniz,
- Sadece mekan ya da sadece organizasyon firması arayışına geçebiliriz.

Kriterlerinizde bir esneklik yapmamı ister misiniz, yoksa başka bir arama yapmamı ister misiniz? Size en iyi şekilde yardımcı olmak için buradayım!",Bot Yanıtı,Bot,Nötr
"çubuk, yenimahalle,",,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
"Şu anda Çubuk ve Yenimahalle ilçelerinde, belirttiğiniz kriterlere (10 Eylül 2025, 250 kişi, kokteyl veya pasta & meşrubat, toplam 50.000 TL bütçe, hem mekan hem organizasyon) tam olarak uyan bir seçenek bulamadım.

Dilerseniz:
- **Yakın ilçeleri** (Altındağ, Mamak, Etimesgut gibi) de aramaya dahil edebilirim,
- Bütçenizi biraz artırabilir veya davetli sayısını azaltabilirsiniz,
- Sadece mekan ya da sadece organizasyon firması arayışına geçebiliriz.

Kriterlerinizde bir esneklik yapmak ister misiniz? Size en iyi şekilde yardımcı olabilmem için nasıl ilerlememi istersiniz?",Bot Yanıtı,Bot,Nötr
60000,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
"Ne yazık ki, Çubuk ve Yenimahalle ilçelerinde 10 Eylül 2025 tarihi için 250 kişilik, kokteyl veya pasta & meşrubat ikramlı, toplam 60.000 TL bütçeyle hem mekan hem organizasyon hizmeti sunan uygun bir seçenek bulamadım.

Dilerseniz:
- **Yakın ilçeleri** (Altındağ, Mamak, Etimesgut gibi) de aramaya dahil edebilirim,
- Bütçenizi biraz daha artırabilir veya davetli sayısını azaltabilirsiniz,
- Sadece mekan ya da sadece organizasyon firması arayışına geçebiliriz.

Kriterlerinizde bir esneklik yapmak ister misiniz? Size en iyi şekilde yardımcı olabilmem için nasıl ilerlememi istersiniz?",Bot Yanıtı,Bot,Nötr
altındağ,,,
,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
"Maalesef, Altındağ ilçesinde de 10 Eylül 2025 tarihi için 250 kişilik, kokteyl veya pasta & meşrubat ikramlı, toplam 60.000 TL bütçeyle hem mekan hem organizasyon hizmeti sunan uygun bir seçenek bulamadım.

Dilerseniz:
- **Davetli sayısını azaltabilir** veya bütçenizi biraz daha artırabilirsiniz,
- Sadece mekan ya da sadece organizasyon firması arayışına geçebiliriz,
- Ankara'nın diğer ilçelerini veya komşu illeri de aramaya dahil edebilirim.

Kriterlerinizde bir değişiklik yapmak ister misiniz? Size en iyi şekilde yardımcı olabilmem için nasıl ilerlememi istersiniz?",Bot Yanıtı,Bot,Nötr
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
nikah,Mekan Arayışı,Düğün Mekanları,Nötr
"Harika! **Nikah** için mekan veya hizmet arıyorsunuz. Size en uygun önerileri sunabilmem için birkaç bilgiye daha ihtiyacım olacak:

1. **Hangi şehir ve ilçede nikah yapmak istiyorsunuz?**
2. **Tahmini nikah tarihiniz belli mi?**
3. **Yaklaşık kaç davetli olacak?**
4. **Bir mekan mı arıyorsunuz, yoksa organizasyon/fotoğrafçı gibi başka bir hizmet de ister misiniz?**

Bu bilgileri paylaşırsanız, size en uygun seçenekleri hemen sunabilirim!",Bot Yanıtı,Bot,Nötr
ankara,,,
"Teşekkürler! **Ankara**’da nikah yapmak istiyorsunuz. Size daha iyi yardımcı olabilmem için birkaç sorum daha olacak:

1. **Ankara’nın hangi ilçesinde nikah yapmak istiyorsunuz?** (Örneğin: Çankaya, Yenimahalle, Keçiören vb.)
2. **Tahmini nikah tarihiniz belli mi?**
3. **Yaklaşık kaç davetli olacak?**
4. **Bir nikah salonu/mekan mı arıyorsunuz, yoksa organizasyon, fotoğrafçı gibi ek hizmetler de ister misiniz?**

Bu bilgileri paylaşırsanız, size en uygun nikah mekanlarını ve hizmetlerini hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
"keçiören, pursaklar",,,
"Harika! **Keçiören** ve **Pursaklar** ilçelerinde nikah yapmak istiyorsunuz. Birkaç detay daha alabilir miyim?

1. **Tahmini nikah tarihiniz nedir?**
2. **Yaklaşık kaç davetli olacak?**
3. **Nikah salonu/mekan mı arıyorsunuz, yoksa organizasyon, fotoğrafçı gibi ek hizmetler de ister misiniz?**
4. **İkram tercihiniz nedir?** (Yemekli, kokteyl, sadece pasta ve meşrubat gibi)
5. **Kişi başı veya toplam bütçeniz var mı?**

Bu bilgileri paylaşırsanız, Keçiören ve Pursaklar’daki en uygun nikah mekanlarını ve hizmetlerini hemen önerebilirim. Ayrıca, dilerseniz yakın ilçelerdeki (Yenimahalle, Altındağ gibi) mekanları da listeleyebilirim.",Bot Yanıtı,Bot,Nötr
13 yada 14 eylül 2025,,,
"Teşekkürler! Nikah tarihiniz olarak **13 veya 14 Eylül 2025** düşünüyorsunuz. Şimdi birkaç detay daha rica edeceğim:

1. **Yaklaşık kaç davetli olacak?**
2. **Nikah salonu/mekan mı arıyorsunuz, yoksa organizasyon, fotoğrafçı gibi ek hizmetler de ister misiniz?**
3. **İkram tercihiniz nedir?** (Yemekli, kokteyl, sadece pasta ve meşrubat gibi)
4. **Kişi başı veya toplam bütçeniz var mı?**

Bu bilgileri de paylaşırsanız, Keçiören ve Pursaklar’daki (isterseniz yakın ilçelerde de) en uygun nikah mekanlarını ve hizmetlerini hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
500,,,
"Çok güzel, yaklaşık **500 davetli** olacak. Şimdi birkaç küçük detay daha rica edeceğim:

1. **Nikah salonu/mekan mı arıyorsunuz, yoksa organizasyon, fotoğrafçı gibi ek hizmetler de ister misiniz?**
2. **İkram tercihiniz nedir?** (Yemekli, kokteyl, sadece pasta ve meşrubat gibi)
3. **Kişi başı veya toplam bütçeniz var mı?**

Bu bilgileri de paylaşırsanız, Keçiören ve Pursaklar’daki size en uygun nikah mekanlarını ve hizmetlerini hemen önerebilirim. Ayrıca dilerseniz yakın ilçelerdeki (Yenimahalle, Altındağ gibi) mekanları da dahil edebilirim.",Bot Yanıtı,Bot,Nötr
açık alan mekan,,,
"Harika! **Açık alan bir mekan** arıyorsunuz. Şimdi birkaç küçük bilgi daha alabilir miyim?

1. **İkram tercihiniz nedir?** (Yemekli, kokteyl, sadece pasta ve meşrubat gibi)
2. **Kişi başı veya toplam bütçeniz var mı?** (Yaklaşık bir rakam belirtirseniz, daha uygun öneriler sunabilirim.)

Bu iki bilgiyi de paylaşırsanız, Keçiören ve Pursaklar’da (ve isterseniz yakın ilçelerde) 500 kişilik açık alan nikah mekanlarını hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
meşrubat,Ürün Arayışı,Tüm Düğün Firması,Nötr
"Teşekkürler! **Sadece meşrubat** ikramı düşünüyor ve açık alan bir mekan arıyorsunuz.

Son olarak, **kişi başı veya toplam bütçeniz** var mı? Yaklaşık bir bütçe belirtirseniz, size en uygun mekanları önerebilirim. Eğer bütçe belirtmek istemezseniz, uygun fiyatlıdan lükse kadar çeşitli öneriler sunabilirim.

Bütçenizi belirtir misiniz? Yoksa hemen önerilere geçmemi ister misiniz?",Bot Yanıtı,Bot,Nötr
öneri istiyorum,,,
,,,
,,,
açıkalan,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
,,,
sadece 2 saat nikah töreni,,,
"Çok teşekkürler, bu önemli bir detay! **Sadece 2 saatlik nikah töreni** için, çoğu açık alan mekan genellikle tam gün veya yarım gün kiralama yapıyor; ancak bazı mekanlar kısa süreli (2-3 saatlik) nikah törenleri için de özel paketler sunabiliyor.

Size en uygun seçenekleri sunabilmem için:

1. **Kısa süreli (2 saatlik) nikah töreni için özel paket sunan mekanlar** araştırmamı ister misiniz?
2. Bütçenizde bir değişiklik olacak mı, yoksa önerdiğim mekanların uygun fiyatlı paketlerini mi görmek istersiniz?
3. Sadece nikah töreni mi olacak, yoksa küçük bir ikram (meşrubat/pasta) da olsun ister misiniz?

Bu bilgilerle, Keçiören, Pursaklar ve yakın ilçelerde 2 saatlik nikah töreni için en uygun açık alan mekanlarını ve paketlerini hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
sadece meşrubat,,,
,,,
,,,
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
kır bahçesinde nikah merasimi,Mekan Arayışı,Diğer Davet Mekanları,Nötr
"Harika bir tercih! **Kır bahçesinde nikah merasimi** için size en uygun mekanları önerebilmem adına birkaç bilgiye daha ihtiyacım olacak:

1. **Nikah merasimi için düşündüğünüz tahmini tarih nedir?**
2. **Hangi şehir ve ilçede bu organizasyonu yapmak istiyorsunuz?**
3. **Tahmini davetli sayınız kaç olacak?**
4. **İkram tercihiniz nedir?** (Yemekli, kokteyl, sadece pasta ve meşrubat gibi)
5. **Kişi başı veya toplam bütçeniz var mı?**

Bu bilgileri paylaşırsanız, size en uygun kır bahçesi mekanlarını hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
14 eylül,,,
"Teşekkürler! **14 Eylül** için kır bahçesinde nikah merasimi planlıyorsunuz.

Şimdi birkaç bilgiye daha ihtiyacım var:
- Hangi şehir ve ilçede nikah merasimi yapmak istiyorsunuz?
- Tahmini davetli sayınız kaç olacak?
- İkram tercihiniz nedir? (Yemekli, kokteyl, sadece pasta ve meşrubat gibi)
- Kişi başı veya toplam bütçeniz var mı?

Bu bilgileri paylaşırsanız, size en uygun kır bahçesi mekanlarını önerebilirim!",Bot Yanıtı,Bot,Nötr
ankara,,,
"Çok güzel, **Ankara**’da kır bahçesinde nikah merasimi için mekan arıyorsunuz. Şimdi birkaç küçük bilgi daha rica edeceğim:

1. Hangi ilçede veya hangi bölgelere yakın olmasını istersiniz? (Örneğin: Çankaya, Etimesgut, Yenimahalle gibi)
2. Tahmini davetli sayınız kaç olacak?
3. İkram tercihiniz nedir? (Yemekli, kokteyl, sadece pasta ve meşrubat gibi)
4. Kişi başı veya toplam bütçeniz var mı?

Bu detayları paylaşırsanız, Ankara’daki en uygun kır bahçesi mekanlarını hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
pursaklar keçiören,,,
"Harika! **Pursaklar** ve **Keçiören** ilçelerinde, kır bahçesinde nikah merasimi için mekan arıyorsunuz.

Şimdi son birkaç bilgiye daha ihtiyacım var:
- **Tahmini davetli sayınız kaç olacak?**
- **İkram tercihiniz nedir?** (Yemekli, kokteyl, sadece pasta ve meşrubat gibi)
- **Kişi başı veya toplam bütçeniz var mı?**

Bu bilgileri paylaşırsanız, Pursaklar ve Keçiören’deki en uygun kır bahçesi mekanlarını hemen önerebilirim. Ayrıca, dilerseniz yakın ilçelerdeki (Yenimahalle, Altındağ gibi) mekanları da listeleyebilirim!",Bot Yanıtı,Bot,Nötr
500,,,
"Teşekkürler! Şu ana kadar bildiklerim:
- **Tarih:** 14 Eylül
- **Şehir:** Ankara
- **İlçeler:** Pursaklar, Keçiören
- **Davetli sayısı:** 500 kişi
- **Etkinlik:** Kır bahçesinde nikah merasimi

Şimdi son olarak, ikram tercihinizi ve bütçenizi öğrenebilir miyim?
- **İkram tercihiniz nedir?** (Yemekli, kokteyl, sadece pasta ve meşrubat gibi)
- **Kişi başı veya toplam bütçeniz var mı?**

Bu bilgileri paylaşırsanız, size en uygun mekanları hemen önereceğim!",Bot Yanıtı,Bot,Nötr
meşrubat,Hizmet Arayışı,Nişan Organizasyonu,Nötr
"Çok teşekkürler! Şu ana kadar topladığım bilgiler:

- **Tarih:** 14 Eylül
- **Şehir:** Ankara
- **İlçeler:** Pursaklar, Keçiören
- **Davetli sayısı:** 500 kişi
- **İkram tercihi:** Sadece meşrubat

Şimdi, bütçenizi de öğrenebilir miyim?  
- **Kişi başı veya toplam bütçeniz** nedir? (Örneğin: Kişi başı 200 TL, toplam 100.000 TL gibi)

Bütçenizi belirtirseniz, Pursaklar ve Keçiören’deki en uygun kır bahçesi mekanlarını hemen önereceğim. Ayrıca isterseniz yakın ilçelerdeki mekanları da listeleyebilirim!",Bot Yanıtı,Bot,Nötr
fiyat söylemeyim,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
,,,
hafta sonu gündüz saat 15.00 da,,,
,,,
,,,
Conversation resolved automatically.,,,
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
Balayı,Balayı Arayışı,Tüm Balayı,Nötr
"Harika, balayı planlamak heyecan verici! Size en uygun balayı seçeneklerini bulmam için birkaç bilgiye ihtiyacım olacak:

1. **Balayınızı hangi şehirde veya ülkede geçirmek istersiniz?**
2. **Tahmini balayı tarihiniz nedir?**
3. **Balayı için ayırdığınız toplam bütçeniz nedir?**
4. **Kaç gece konaklamayı düşünüyorsunuz?**
5. **Balayı konseptiniz var mı? (Deniz kenarı, dağ, şehir turu, villa, otel vb.)**

Bu sorulara yanıt verirseniz, size en uygun balayı otelleri veya villaları önerebilirim!",Bot Yanıtı,Bot,Nötr
Maldivler  25 Ağustos 5 gün 110 bin bütçe romantik balayı,Balayı Arayışı,Balayı Oteli,Nötr
"Harika bir tercih! **Maldivler**, romantik balayı için mükemmel bir destinasyon. Sizin için özetleyeyim:

- **Lokasyon:** Maldivler
- **Tarih:** 25 Ağustos’tan itibaren 5 gün
- **Bütçe:** 110.000 TL
- **Konsept:** Romantik balayı

Size en uygun **balayı otelleri** ve **villa seçenekleri** için birkaç ek bilgiye daha ihtiyacım olacak:

1. **Uçak bileti dahil mi olsun istiyorsunuz, yoksa sadece konaklama mı arıyorsunuz?**
2. **Her şey dahil (yemek, içecek, aktiviteler) bir tesis mi istersiniz, yoksa sadece oda-kahvaltı gibi bir seçenek de olabilir mi?**
3. **Özel havuzlu villa, su üstü bungalow gibi özel bir oda tercihiniz var mı?**

Bu detayları da paylaşırsanız, size en uygun Maldivler balayı otellerini hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
Uçak dahil her şey dahil su üstü bungalov,,,
"Mükemmel! Şimdi sizin için özetliyorum:

- **Lokasyon:** Maldivler  
- **Tarih:** 25 Ağustos’tan itibaren 5 gün  
- **Bütçe:** 110.000 TL  
- **Konsept:** Romantik balayı  
- **Uçak dahil**  
- **Her şey dahil**  
- **Su üstü bungalov**  

Bu bilgilerle size en uygun balayı otellerini ve paketlerini önerebilirim. Şu anda DüğünBuketi.com’da Maldivler için doğrudan balayı oteli veya tur paketi listesi bulunmuyor. Ancak, size bu kriterlere uygun olarak nasıl bir yol izleyebileceğinize dair bazı öneriler ve dikkat etmeniz gereken noktaları paylaşabilirim:

---

### Maldivler Balayı İçin Tavsiyeler

1. **Güvenilir Tur Acenteleri:**  
   Türkiye’de Maldivler balayı paketleri sunan birçok güvenilir tur acentesi bulunuyor. Bunlar genellikle uçak bileti, transfer, her şey dahil konaklama ve su üstü bungalov seçeneklerini kapsıyor.  
   - Önerilen acenteler: Jolly Tur, Setur, Etstur, Tatil Sepeti, Prontotour

2. **Otel Seçimi:**  
   - **Su üstü bungalov** için popüler oteller:  
     - Sun Siyam Iru Fushi  
     - Adaaran Prestige Vadoo  
     - Centara Ras Fushi Resort  
     - Anantara Veli Maldives  
     - LUX* South Ari Atoll

3. **Paket İçeriği:**  
   - Uçak bileti (genellikle Türk Hava Yolları veya Qatar Airways ile)
   - Havalimanı-otel transferleri (sürat teknesi veya deniz uçağı ile)
   - Her şey dahil konaklama (yemek, içecek, bazı aktiviteler)
   - Balayı çiftlerine özel sürprizler (oda süslemesi, romantik akşam yemeği vb.)

4. **Bütçe:**  
   - 110.000 TL ile, sezon ve otel seçimine göre 5 gecelik her şey dahil, uçaklı ve su üstü bungalovlu bir balayı paketi rahatlıkla bulabilirsiniz.

---

### Nasıl Devam Etmek İstersiniz?

- Size uygun tur acenteleriyle iletişime geçmeniz için bir liste ve iletişim bilgileri paylaşabilirim.
- Dilerseniz, DüğünBuketi.com’da yer alan balayı otelleri veya villaları için Türkiye ve yakın destinasyonlarda önerilerde bulunabilirim.

**Size nasıl yardımcı olmamı istersiniz?**  
- Tur acentesi önerisi ister misiniz?  
- Alternatif olarak Türkiye’de veya yakın bölgelerde balayı oteli önerisi ister misiniz?

Ek olarak, başka bir konuda da yardımcı olmamı ister misiniz?",Bot Yanıtı,Bot,Nötr
Conversation resolved automatically.,,,
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
Düğün,Mekan Arayışı,Düğün Mekanları,Nötr
"Harika! Düğün organizasyonu için yardımcı olabilmem adına birkaç bilgiye daha ihtiyacım olacak.

Öncelikle, düğününüzü hangi şehir ve ilçede yapmak istiyorsunuz?",Bot Yanıtı,Bot,Nötr
Ankara çankaya gölbaşı,,,
"Teşekkürler! Ankara’nın Çankaya ve Gölbaşı ilçelerinde düğün yapmak istediğinizi not aldım.

Şimdi, nasıl bir hizmet aradığınızı öğrenebilir miyim?  
Örneğin:  
- **Düğün Mekanı**  
- **Düğün Organizasyonu**  
- **Düğün Fotoğrafçısı**  
- **Düğün Pastası**  
- **Düğün Arabası**  
veya başka bir hizmet mi arıyorsunuz? 

Size en uygun önerileri sunabilmem için belirtir misiniz?",Bot Yanıtı,Bot,Nötr
Dğün organizasyon,Hizmet Arayışı,Düğün Organizasyonu,Nötr
"Çok güzel! Düğün organizasyonu hizmeti arıyorsunuz.

Bir sonraki adımda, bütçenizi öğrenmem gerekiyor.  
Toplamda organizasyon için ayırdığınız yaklaşık bütçeyi paylaşabilir misiniz?

Ayrıca, düğününüzün tahmini tarihini de belirtirseniz, size en uygun firmaları önerebilirim.",Bot Yanıtı,Bot,Nötr
Eylül,,,
